event_time,user_uuid,devicegroup,device,ip_address,os_family,os_name,browser_name,locode,postal_code
1534265105,aba38d7771b6f5397cace1fdaa7f224000191f1c,PC,Other$Other,33cbd0bcf422efe270a23c255dc3ec395eaa2884,Windows,7,Chrome,DE-NW-REC,45661
1534265105,aba38d7771b6f5397cace1fdaa7f224000191f1c,PC,Other$Other,33cbd0bcf422efe270a23c255dc3ec395eaa2884,Windows,7,Chrome,DE-NW-REC,45661
1534265105,030911c92effb52f86c36dbd747d476da78b12cb,PC,Other$Other,e8b8bf5e7b98e8672fbf4e8452f9f8fdad008ada,Windows,10,Opera,DE-BB-FKB,4895
1534265105,030911c92effb52f86c36dbd747d476da78b12cb,PC,Other$Other,e8b8bf5e7b98e8672fbf4e8452f9f8fdad008ada,Windows,10,Opera,DE-BB-FKB,4895
1534265105,030911c92effb52f86c36dbd747d476da78b12cb,PC,Other$Other,e8b8bf5e7b98e8672fbf4e8452f9f8fdad008ada,Windows,10,Opera,DE-BB-FKB,4895
1534265105,dae9e4cdd92d088eba46b49da997ba0d449e593a,ConnectedTV,Samsung$Other,64afe3bf0bfa7e95a1a04ad66b28f5f5e55aa609,Other,Other,Other,DE-BE-BER,12529
1534265105,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,4c5a4e4da988197cb520d6fc41c04e3f2fbbabcc,Android,8,Chrome,DE-BB-LWE,14974
1534265105,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,4c5a4e4da988197cb520d6fc41c04e3f2fbbabcc,Android,8,Chrome,DE-BB-LWE,14974
1534265105,10d10ba0b34771405e95db8f8cc1f009f0e0eb72,ConnectedTV,Samsung$Other,e1eaa784947e6eb9b20316a3814a9bb7b145b7fa,Other,Other,Other,DE-BW-,72160
1534265105,36205d68e326baebe182d1b1b9952f7c8f30df6f,ConnectedTV,Aldi$Other,5dad675a0acf75de682907be68dadfca6bb7466a,Linux,Other,Opera,DE-HE-UGG,34281
1534265106,afee5ef312a03b7a70f7e34fa29574e17ae43dec,Phone,Lenovo$Other,d585cb84daba01707fd4d15f180027f78ef3bc44,Android,7,Chrome,DE-BY-SLF,96129
1534265106,afee5ef312a03b7a70f7e34fa29574e17ae43dec,Phone,Lenovo$Other,d585cb84daba01707fd4d15f180027f78ef3bc44,Android,7,Chrome,DE-BY-SLF,96129
1534265106,afee5ef312a03b7a70f7e34fa29574e17ae43dec,Phone,Lenovo$Other,d585cb84daba01707fd4d15f180027f78ef3bc44,Android,7,Chrome,DE-BY-SLF,96129
1534265106,8a09761ef4524ef8ea2f9cdbebf7840b02dc5232,PC,Other$Other,1233af3f87fd9f21f11f9e7438abb3f68adacf2c,Windows,10,Chrome,DE-TH-SON,96515
1534265106,8a09761ef4524ef8ea2f9cdbebf7840b02dc5232,PC,Other$Other,1233af3f87fd9f21f11f9e7438abb3f68adacf2c,Windows,10,Chrome,DE-TH-SON,96515
1534265106,8a09761ef4524ef8ea2f9cdbebf7840b02dc5232,PC,Other$Other,1233af3f87fd9f21f11f9e7438abb3f68adacf2c,Windows,10,Chrome,DE-TH-SON,96515
1534265106,8a09761ef4524ef8ea2f9cdbebf7840b02dc5232,PC,Other$Other,1233af3f87fd9f21f11f9e7438abb3f68adacf2c,Windows,10,Chrome,DE-TH-SON,96515
1534265106,d4b91cc9ceb83496cbae305b70dbd7cd589d87be,PC,Other$Other,904d0656eeb03285489e6f37263eb85aa508292b,Windows,7,Firefox,DE-NW-CGN,50677
1534265106,d4b91cc9ceb83496cbae305b70dbd7cd589d87be,PC,Other$Other,904d0656eeb03285489e6f37263eb85aa508292b,Windows,7,Firefox,DE-NW-CGN,50677
1534265106,d4b91cc9ceb83496cbae305b70dbd7cd589d87be,PC,Other$Other,904d0656eeb03285489e6f37263eb85aa508292b,Windows,7,Firefox,DE-NW-CGN,50677
1534265106,d4b91cc9ceb83496cbae305b70dbd7cd589d87be,PC,Other$Other,904d0656eeb03285489e6f37263eb85aa508292b,Windows,7,Firefox,DE-NW-CGN,50677
1534265106,d4b91cc9ceb83496cbae305b70dbd7cd589d87be,PC,Other$Other,904d0656eeb03285489e6f37263eb85aa508292b,Windows,7,Firefox,DE-NW-CGN,50677
1534265106,08d3b3d1fb1108390c3965cb070c1050cb479158,ConnectedTV,Samsung$Other,7d6c6fe6277f35db7cd98a97d579c8f983be6f99,Other,Other,Other,DE-BY-MUC,81675
1534265107,78fcefd14f10895cc0d5bad809189336dad1af68,PC,Apple$Other,c98140c6c99bf012f3e37fde3150028930f32099,macOS,10.13,Chrome,CH-BS-BSL,4055
1534265107,561cdb8e3135f3ea427b94d6b1b64eef33264fd7,Phone,Other$Other,47884878fb5cbc23ed5ddc80d536556ec129b52a,Android,6,Chrome,DE-NW-HAG,58135
1534265107,561cdb8e3135f3ea427b94d6b1b64eef33264fd7,Phone,Other$Other,47884878fb5cbc23ed5ddc80d536556ec129b52a,Android,6,Chrome,DE-NW-HAG,58135
1534265107,561cdb8e3135f3ea427b94d6b1b64eef33264fd7,Phone,Other$Other,47884878fb5cbc23ed5ddc80d536556ec129b52a,Android,6,Chrome,DE-NW-HAG,58135
1534265107,1138c683e4cf59cf654bae5be246ad5e201fb1af,ConnectedTV,Samsung$Other,fdb49ed3531bc5645db7db979f7432154aac357e,Other,Other,Other,DE-BW-DEN,78166
1534265108,311b66ca0b1929c22956c8179cbfb53a197242db,Phone,Apple$iPhone,d2d411dd6ec67d2cdda3b7c9eba811662210c0f5,iOS,11,Safari,DE-BW-STR,70174
1534265108,b602d594afd2b0b327e07a06f36ca6a7e42546d0,ConnectedTV,Samsung$Other,958542a51a1c71499f5a6a8e9da3f10668e090cf,Other,Other,Other,DE-NW-DUS,40477
1534265108,25250b6c553c5da35914598f4e1f8dd17543ff50,ConnectedTV,Philips$Other,038eeeafcb650734d2adc73c7a5c08d5b6603899,Other,Other,Other,DE-BW-STR,70173
1534265109,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,96a997c0cd0b7cf45b17991e853f36dc21a268fa,Windows,7,Firefox,DE-NI-OSN,49074
1534265109,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,96a997c0cd0b7cf45b17991e853f36dc21a268fa,Windows,7,Firefox,DE-NI-OSN,49074
1534265109,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,96a997c0cd0b7cf45b17991e853f36dc21a268fa,Windows,7,Firefox,DE-NI-OSN,49074
1534265109,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,96a997c0cd0b7cf45b17991e853f36dc21a268fa,Windows,7,Firefox,DE-NI-OSN,49074
1534265109,b47772029e7b2060e626987fb6601f075c8893d9,Phone,Samsung$Other,9642ce0078d2798947e470eb94a69d191de9c982,Android,8,Chrome,CA-BC-VAN,V5R
1534265109,ca25333a3de73853a8cc80fd0363060a1e5a3b89,Phone,Samsung$Other,d1ebf7441732510cbd91b3d1ee07c11bfd383c59,Android,8,Chrome,DE-RP-KLT,67659
1534265109,ca25333a3de73853a8cc80fd0363060a1e5a3b89,Phone,Samsung$Other,d1ebf7441732510cbd91b3d1ee07c11bfd383c59,Android,8,Chrome,DE-RP-KLT,67659
1534265109,ca25333a3de73853a8cc80fd0363060a1e5a3b89,Phone,Samsung$Other,d1ebf7441732510cbd91b3d1ee07c11bfd383c59,Android,8,Chrome,DE-RP-KLT,67659
1534265109,4f13fed759e09ff6ce7705744f44977521f9c3a6,Phone,Samsung$Other,1784750dacc0d1f93dc7e03e6281ef60d7cd139b,Android,8,Chrome,AL--,
1534265109,b602d594afd2b0b327e07a06f36ca6a7e42546d0,ConnectedTV,Samsung$Other,02ebe5e40970298d6bd225091d5014094e0273b3,Other,Other,Other,AT--,
1534265109,148fea9a00b98cf3234c8bfb15c5410844141045,ConnectedTV,Other$Other,a4af787ba0d3067dd6a7923d93bf27f7fa509f6c,Linux,Other,Opera,DE-NW-BSW,52499
1534265110,3017450e4179cec6e79bdca8054f084f722d80a4,ConnectedTV,Sony$Other,361365103bc29b85b6c447370e832605fc9f5ced,Linux,Other,Opera,DE-NW-DUS,40476
1534265110,261be88281324f79befbe322d6f89f56dd76e51c,ConnectedTV,Samsung$Other,aff00975c87be9f0bb6576577ca3adf97d9c4930,Other,Other,Other,DE-BY-WWW,89264
1534265110,b08faa58c1881fe94ab52a5c4d3e4e1d52bb6ca4,Phone,Samsung$Other,d14084bb5309ee31eb55153e242b428aa95f88e5,Android,8,Chrome,DE-BY-MUC,80937
1534265110,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Tablet,Apple$iPad,6a89ef61af0755b37203e6044617003eed96a1d8,iOS,11,Firefox,DE-TH-BLZ,99947
1534265110,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Tablet,Apple$iPad,6a89ef61af0755b37203e6044617003eed96a1d8,iOS,11,Firefox,DE-TH-BLZ,99947
1534265111,84e9df747b95c77b3ced36ebc8411c1670f1125c,Phone,Apple$iPhone,62cd403ee9b4fec6eccee4fba9c8549eae3b48fa,iOS,10,Safari,DE-NW-DUS,40211
1534265111,84e9df747b95c77b3ced36ebc8411c1670f1125c,Phone,Apple$iPhone,62cd403ee9b4fec6eccee4fba9c8549eae3b48fa,iOS,10,Safari,DE-NW-DUS,40211
1534265111,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,b1556853a1e7876356a950a57389350ae7659f43,Windows,10,Chrome,DE-BE-BER,10407
1534265111,79a1121f3dd3b1680728b6ee3661538cdba66592,ConnectedTV,Other$Other,bfb6d7286fe3938416ed1833a7cf307bd7a1f66c,Linux,Other,Opera,AT-7-INN,6020
1534265111,1e3bd9a45c5af1cd67073f19e9dee60e564b5b40,ConnectedTV,Samsung$Other,8b6724303d8570a5ea460e7e7ea99c659a647588,Other,Other,Other,DE-ST-MAG,39126
1534265111,fc6d9d9c81cced1d7baf7ba60bdfc73c0235275e,PC,Other$Other,8befe14e6782638a956a66fb3f7e15a9ad321c56,Windows,10,Chrome,DE-BW-ABC,73776
1534265111,1bb6e0d40061a2e8d768478067dc3ffa1bb07ce6,ConnectedTV,Panasonic$Other,a792a1f9c8584790729922abd2652ec80388a497,Other,Other,Other,DE-BE-BER,12529
1534265111,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,67b13c4dda3527ece8de13a7408cd67d0b31164c,Windows,10,Firefox,DE-BE-BER,10117
1534265111,20fd94b8cd1fe6012ee731e63a93a85e3b3ef315,Phone,Apple$iPhone,46739a8abc961520712034fe92d68f74469efb0b,iOS,10,Safari,DE-NW-BON,53111
1534265111,20fd94b8cd1fe6012ee731e63a93a85e3b3ef315,Phone,Apple$iPhone,46739a8abc961520712034fe92d68f74469efb0b,iOS,10,Safari,DE-NW-BON,53111
1534265111,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Tablet,Apple$iPad,a0b43067c7a0982f9c52af75300975c838b7010d,iOS,11,Safari,DE-BY-MUC,80807
1534265112,ec03bb1304ee85bbd33773feeadee83b6fbf1988,ConnectedTV,LG$Other,7395a629d20821c3f05aff7e73d1c98bc7310d91,Linux,Other,Other,AT-9-VIE,1010
1534265112,650ee0e35b35da814d7e91e42bb7f7d248b1413d,ConnectedTV,Samsung$Other,5b40166acdda7a7783f1c93df37fe036ea8c3ffd,Other,Other,Other,DE-HH-HAM,20095
1534265112,164794583668c892ec2ea466be2dc4b7036183a8,PC,Other$Other,0754f5b79ad466397af24f0c8af2f4d17c318ad7,Windows,10,Firefox,DE-BY-AGB,86157
1534265112,a541cf2135a27b9a43089957fefa26fa4ef25f38,PC,Other$Other,ec087505b47995c64d04e46a3d215748c6cb13a7,Other,Other,Other,DE-HE-RHM,64354
1534265112,a541cf2135a27b9a43089957fefa26fa4ef25f38,PC,Other$Other,ec087505b47995c64d04e46a3d215748c6cb13a7,Other,Other,Other,DE-HE-RHM,64354
1534265113,a09fff51e8123dedfe788ee1d9ba8889d2fa23d2,Phone,Samsung$Other,e30df9caeba4027ca0760afc6531147500f719e1,Android,8,Chrome,DE-HE-ADK,64732
1534265113,a09fff51e8123dedfe788ee1d9ba8889d2fa23d2,Phone,Samsung$Other,e30df9caeba4027ca0760afc6531147500f719e1,Android,8,Chrome,DE-HE-ADK,64732
1534265113,a09fff51e8123dedfe788ee1d9ba8889d2fa23d2,Phone,Samsung$Other,e30df9caeba4027ca0760afc6531147500f719e1,Android,8,Chrome,DE-HE-ADK,64732
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,50a3242781b0909661a0aa021268c497c114d5fc,Windows,10,Chrome,DE-NI-LHN,30853
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,885d26b2ff1e818aa562419298f275d93019ad78,Windows,10,Firefox,DE-NW-ARN,59755
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,885d26b2ff1e818aa562419298f275d93019ad78,Windows,10,Firefox,DE-NW-ARN,59755
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,885d26b2ff1e818aa562419298f275d93019ad78,Windows,10,Firefox,DE-NW-ARN,59755
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,885d26b2ff1e818aa562419298f275d93019ad78,Windows,10,Firefox,DE-NW-ARN,59755
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,d15ae2efef5cab94b5523ff5ee864bf886365d64,Android,7,Chrome,AT-6-GNA,8342
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,d15ae2efef5cab94b5523ff5ee864bf886365d64,Android,7,Chrome,AT-6-GNA,8342
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,d15ae2efef5cab94b5523ff5ee864bf886365d64,Android,7,Chrome,AT-6-GNA,8342
1534265113,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Phone,Samsung$Other,d15ae2efef5cab94b5523ff5ee864bf886365d64,Android,7,Chrome,AT-6-GNA,8342
1534265114,e997b730dbc458ff02d142d4bfb7f86168767475,Phone,Samsung$Other,00152bac03e11588f2a7a6e5dd33f7765056f3d3,Android,7,Chrome,DE-SH-KKN,24568
1534265114,e997b730dbc458ff02d142d4bfb7f86168767475,Phone,Samsung$Other,00152bac03e11588f2a7a6e5dd33f7765056f3d3,Android,7,Chrome,DE-SH-KKN,24568
1534265114,e997b730dbc458ff02d142d4bfb7f86168767475,Phone,Samsung$Other,00152bac03e11588f2a7a6e5dd33f7765056f3d3,Android,7,Chrome,DE-SH-KKN,24568
1534265114,e997b730dbc458ff02d142d4bfb7f86168767475,Phone,Samsung$Other,00152bac03e11588f2a7a6e5dd33f7765056f3d3,Android,7,Chrome,DE-SH-KKN,24568
1534265114,ea48b29e05da74493d397da3ac7533708e8790fd,Phone,Huawei$Other,547e37efedabf81c1c60e7576510ff00fb596919,Android,7,Chrome,DE-SN-,8280
1534265114,2165beb7746dcdd690a86b7a91315b45046dc276,ConnectedTV,Other$Other,7af70f6e3d0e347c94af4757e6773f65b08efba7,Linux,Other,Opera,DE-BW-MHG,68159
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,328ecdb1a05afde2dfac6d9ecb2912186d3e9716,Windows,10,Firefox,DE-BW-BAB,76530
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,328ecdb1a05afde2dfac6d9ecb2912186d3e9716,Windows,10,Firefox,DE-BW-BAB,76530
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,328ecdb1a05afde2dfac6d9ecb2912186d3e9716,Windows,10,Firefox,DE-BW-BAB,76530
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,328ecdb1a05afde2dfac6d9ecb2912186d3e9716,Windows,10,Firefox,DE-BW-BAB,76530
1534265115,093a33a92b2c9b5fd4413995d021424a7f1f2640,PC,Other$Other,5bc9325719ba55665a20d1885393c887c1bc98a7,Windows,7,Chrome,BR-SP-SPO,1323
1534265115,093a33a92b2c9b5fd4413995d021424a7f1f2640,PC,Other$Other,5bc9325719ba55665a20d1885393c887c1bc98a7,Windows,7,Chrome,BR-SP-SPO,1323
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,Tablet,Apple$iPad,c430f23ef523b7625a3ca1d22adc7643e434eb46,iOS,11,Safari,DE-BW-YBE,78727
1534265115,d67af774a66613c02030629531b648fb42e36b0c,PC,Other$Other,fe5fc0297a17649db145b9ae7c4c7f15e5a1ed7d,Windows,7,Chrome,DE-BY-ZFJ,94161
1534265115,b602d594afd2b0b327e07a06f36ca6a7e42546d0,ConnectedTV,Samsung$Other,553c5c07f88dbc884140e8831058c0841f297834,Other,Other,Other,DE-SN-DRS,1307
1534265115,e52ed4858791c11e0ddcd3deb180ffa534d35d4b,Phone,Other$Other,f976ff0e8bae559b45ab843c4d731c8a10f9a60e,Android,8,Chrome,DE-NW-WLG,50389
1534265115,6df5039223f9336213b1fecd00b7706421826bb3,PC,Other$Other,c3f62cd85d59c11a7d8bf34932e9af9b8712db0c,Windows,7,Chrome,DE-SL-HOM,66424
1534265115,6df5039223f9336213b1fecd00b7706421826bb3,PC,Other$Other,c3f62cd85d59c11a7d8bf34932e9af9b8712db0c,Windows,7,Chrome,DE-SL-HOM,66424
1534265115,6df5039223f9336213b1fecd00b7706421826bb3,PC,Other$Other,c3f62cd85d59c11a7d8bf34932e9af9b8712db0c,Windows,7,Chrome,DE-SL-HOM,66424
1534265115,f169333590cfdbc3e53ef160268edc0c67d1af9d,Phone,Other$Other,9f594f9bea2f48de85dc661ae5af14a7a7e7dea8,Android,5,Chrome,DE-NW-SOE,59494
1534265115,f169333590cfdbc3e53ef160268edc0c67d1af9d,Phone,Other$Other,9f594f9bea2f48de85dc661ae5af14a7a7e7dea8,Android,5,Chrome,DE-NW-SOE,59494
1534265116,c4b1f5c2ebb8a498cff02239647715e0f73d0a9a,Phone,Samsung$Other,d21ae579a00371f5fa88a2fe242ed86c9eb481ee,Android,8,Chrome,DE-MV-GS3,17094
1534265116,c4b1f5c2ebb8a498cff02239647715e0f73d0a9a,Phone,Samsung$Other,d21ae579a00371f5fa88a2fe242ed86c9eb481ee,Android,8,Chrome,DE-MV-GS3,17094
1534265116,c4b1f5c2ebb8a498cff02239647715e0f73d0a9a,Phone,Samsung$Other,d21ae579a00371f5fa88a2fe242ed86c9eb481ee,Android,8,Chrome,DE-MV-GS3,17094
1534265116,d74c2c535fa35bd755b8a15d9b4ad1802bc38340,Phone,Other$Other,fda6d8cdfbfd1aa201b5cb5669d61284b8f5bb46,Android,5,Chrome,DE-HH-HAM,20537
1534265116,d74c2c535fa35bd755b8a15d9b4ad1802bc38340,Phone,Other$Other,fda6d8cdfbfd1aa201b5cb5669d61284b8f5bb46,Android,5,Chrome,DE-HH-HAM,20537
1534265116,5cdbedc671f38ba0c254ceebd1348cb8a29e80f9,ConnectedTV,Other$Other,db6492c5f8cbd068f684ad4907c94a067c6c2bce,Linux,Other,Other,DE-BW-STR,70174
1534265116,d6a60f73ccaa34c0c24d2987d1641a4195a4924b,ConnectedTV,Other$Other,38052efe5aed61d5f1955f6d9a491f88f1abd6e5,Linux,Other,Other,DE-BW-SNH,78224
1534265117,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,e3504d6dc735e8d77b76cfe8a633d7f6158d37fd,Windows,10,Chrome,DE-NW-ESS,45128
1534265118,17219ab923df18a8ab533b7751b1c6d77891f314,Phone,Samsung$Other,abe58bcd0f3da07a7a54bc9a41d4d2287b1c49ab,Android,7,Chrome,DE-HE-DIG,64807
1534265118,ddafbfe1f221bf6acee873111eab6efd90f1b9c8,ConnectedTV,Sony$Other,07265280ed91713317eec2e43b87737e36f3870a,Linux,Other,Opera,AT-6-GRZ,8041
1534265118,b602d594afd2b0b327e07a06f36ca6a7e42546d0,PC,Other$Other,1fd1fe4d96798389289d2ad3d7a84aaf0a6afff4,Windows,7,MSIE,ES-SS-EAS,20001
1534265118,daddf263e62c22f6cc416936893a7cc1c5176abd,Phone,Samsung$Other,f2cd9d5efbee148a62f2f161015a5d0a70a79e4c,Android,7,Chrome,DE-HE-ROB,63517
1534265118,daddf263e62c22f6cc416936893a7cc1c5176abd,Phone,Samsung$Other,f2cd9d5efbee148a62f2f161015a5d0a70a79e4c,Android,7,Chrome,DE-HE-ROB,63517
1534265118,daddf263e62c22f6cc416936893a7cc1c5176abd,Phone,Samsung$Other,f2cd9d5efbee148a62f2f161015a5d0a70a79e4c,Android,7,Chrome,DE-HE-ROB,63517
1534265118,0913fd27c32a98136ef05667bafdbd1125eeaaa5,PC,Other$Other,859cff8a5e5148aa3956692d8d83c55729abe6c0,Windows,10,Chrome,AT-8-FKT,6800
1534265118,0913fd27c32a98136ef05667bafdbd1125eeaaa5,PC,Other$Other,859cff8a5e5148aa3956692d8d83c55729abe6c0,Windows,10,Chrome,AT-8-FKT,6800
1534265118,cbc1a51d19c33694da9a7eddc90860bb607d7f5f,Phone,Huawei$Other,32cf57fa28c0ca80095b3a293ade36c7f1877d11,Android,5,Chrome,ES-M-MAD,28020
1534265118,6e3f63b23ded06c10752aba69a4ecd2cf573003e,PC,Apple$Other,7a0d8233f607dbc05885b8134ce6f780848a4b6e,macOS,10.12,Chrome,DE-BW-MHG,68161
